chr	start	end	exon	CCDS	ranks	len	strand
11	46371313	46371384	ENSE00003508766	CCDS44580.1,CCDS7918.1,CCDS41640.1,CCDS55759.1,CCDS55757.1,CCDS55758.1,CCDS44579.2	7,7,8,7,7,6,7	72	1
11	46371704	46371775	ENSE00003642840	CCDS55759.1,CCDS55758.1,CCDS7918.1,CCDS55757.1,CCDS44580.1,CCDS41640.1,CCDS44579.2	9,8,9,9,9,10,9	72	1
11	46372075	46372170	ENSE00003512444	CCDS55759.1,CCDS7918.1,CCDS55758.1,CCDS44580.1,CCDS41640.1,CCDS55757.1,CCDS44579.2	10,10,9,10,11,10,10	96	1
11	46374604	46374666	ENSE00003521545	CCDS44580.1,CCDS55757.1,CCDS55758.1,CCDS41640.1,CCDS7918.1,CCDS44579.2,CCDS55759.1	17,17,16,18,17,17,17	63	1
11	46645339	46645419	ENSE00003603034	CCDS44582.1,CCDS55760.1,CCDS44582.1,CCDS7921.1,CCDS7921.1	3,3,4,4,4	81	1
11	46663997	46664095	ENSE00001478380	CCDS55760.1	11	99	1
11	46668499	46668576	ENSE00003682203	CCDS55761.1,CCDS44582.1,CCDS7921.1,CCDS44582.1,CCDS55760.1,CCDS7921.1	12,15,14,14,15,14	78	1
11	46750528	46750611	ENSE00003462248	CCDS7924.1,CCDS31477.1,CCDS7924.1	40,41,39	84	-1
11	46788681	46788773	ENSE00001641424	CCDS7924.1,CCDS31477.1,CCDS7924.1	16,16,15	93	-1
11	46798083	46798172	ENSE00003550022	CCDS31477.1,CCDS7924.1,CCDS7924.1	10,10,9	90	-1
11	47175015	47175098	ENSE00003614200	CCDS7926.1	5	84	-1
11	47245305	47245394	ENSE00003478978	CCDS7928.1	6	90	-1
11	47245474	47245572	ENSE00003669745	CCDS7928.1	5	99	-1
11	47247641	47247727	ENSE00003651530	CCDS7928.1,CCDS44583.1	3,3	87	-1
11	47248038	47248133	ENSE00003557803	CCDS7928.1,CCDS44583.1	2,2	96	-1
11	47278999	47279079	ENSE00003544708	CCDS7931.1,CCDS44586.1,CCDS44589.1,CCDS44587.1,CCDS41642.1,CCDS7932.1,CCDS44590.1,CCDS7930.1,CCDS44588.1	7,7,7,7,7,7,7,7,7	81	1
11	47295496	47295567	ENSE00003496447	CCDS44589.1	21	72	1
11	47295496	47295576	ENSE00001624860	CCDS44586.1	21	81	1
11	47295496	47295579	ENSE00000921242	CCDS7931.1,CCDS44588.1,CCDS41642.1,CCDS7930.1,CCDS44590.1,CCDS7932.1,CCDS44587.1	21,21,23,23,21,22,22	84	1
11	47339324	47339404	ENSE00001130066	CCDS53621.1	22	81	-1
11	47413597	47413686	ENSE00001098075	CCDS44592.1,CCDS7934.1	6,6	90	1
11	47414425	47414475	ENSE00001098077	CCDS7934.1,CCDS44592.1	7,7	51	1
11	47424429	47424491	ENSE00003606661	CCDS7935.1,CCDS7935.1	5,5	63	-1
11	47425867	47425950	ENSE00003671906	CCDS7935.1,CCDS7935.1	2,2	84	-1
11	47441159	47441212	ENSE00001098100	CCDS7936.1	6	54	-1
11	47441823	47441921	ENSE00001098094	CCDS7937.1,CCDS7936.1	4,4	99	-1
11	47565906	47565986	ENSE00003674864	CCDS41643.1	2	81	1
11	47627080	47627127	ENSE00003550408	CCDS7943.1	10	48	-1
11	47634672	47634734	ENSE00003573606	CCDS7943.1	5	63	-1
11	47635545	47635571	ENSE00003488685	CCDS7943.1	4	27	-1
11	47663026	47663112	ENSE00003693505	CCDS7944.1	18	87	-1
11	47798368	47798463	ENSE00001606096	CCDS31484.1	24	96	-1
11	47803438	47803536	ENSE00001763003	CCDS31484.1	22	99	-1
11	47815946	47816029	ENSE00003736135	CCDS31484.1	12	84	-1
11	47818056	47818124	ENSE00003721005	CCDS31484.1	11	69	-1
11	47822087	47822164	ENSE00001128880	CCDS31484.1	8	78	-1
11	487420	487470	ENSE00003689918	CCDS7696.1	6	51	1
11	49032276	49032371	ENSE00001755377	CCDS55762.1,CCDS55762.1	4,3	96	1
11	55265600	55265695	ENSE00002513438	CCDS7947.2	3	96	1
11	557572	557640	ENSE00001306818	CCDS7701.1	6	69	-1
11	5604534	5604629	ENSE00003663292	CCDS31388.1	3	96	1
11	5604534	5604629	ENSE00003678967	CCDS31389.1,CCDS31390.1	3,3	96	1
11	5633804	5633899	ENSE00003492074	CCDS31391.1,CCDS31391.1	3,3	96	1
11	5633804	5633899	ENSE00003616808	CCDS31388.1	9	96	1
11	5679074	5679169	ENSE00003643691	CCDS31393.1,CCDS31394.1,CCDS31392.1	3,3,6	96	-1
11	5697248	5697343	ENSE00001647173	CCDS41612.1	3	96	1
11	57347116	57347187	ENSE00001027138	CCDS7953.1	3	72	1
11	57368372	57368437	ENSE00000916169	CCDS7953.1	10	66	1
11	57369361	57369438	ENSE00000916170	CCDS7953.1	11	78	1
11	57420972	57421064	ENSE00003523085	CCDS60784.1,CCDS7956.1,CCDS7956.1,CCDS7956.1,CCDS7956.1	7,6,7,7,7	93	-1
11	57497753	57497845	ENSE00003500220	CCDS7958.1,CCDS7958.1	6,6	93	-1
11	57560337	57560432	ENSE00003678270	CCDS7960.1	2	96	-1
11	57794010	57794081	ENSE00003469970	CCDS55767.1,CCDS44606.1,CCDS55764.1,CCDS55766.1,CCDS55766.1,CCDS55766.1,CCDS44604.1,CCDS44605.1,CCDS44607.1,CCDS44606.1,CCDS55763.1,CCDS55766.1,CCDS44606.1,CCDS55765.1,CCDS73290.1	3,3,3,4,3,4,4,4,4,4,3,4,4,3,4	72	1
11	57815915	57816001	ENSE00001412711	CCDS44604.1,CCDS53634.1,CCDS55765.1,CCDS55763.1,CCDS44605.1,CCDS53633.1,CCDS44607.1,CCDS44608.1,CCDS55767.1	20,16,18,19,19,17,18,18,17	87	1
11	58724416	58724496	ENSE00003727042	CCDS7970.1	1	81	-1
11	58947088	58947165	ENSE00003720775	CCDS55768.1	1	78	1
11	591384	591467	ENSE00001123597	CCDS65988.1,CCDS44507.1,CCDS65989.1,CCDS65987.1	5,5,5,5	84	1
11	59199684	59199773	ENSE00003627197	CCDS44612.1	8	90	1
11	59580174	59580269	ENSE00003623503	CCDS7974.1	11	96	-1
11	59650754	59650813	ENSE00003446946	CCDS44613.1	13	60	-1
11	59655956	59656045	ENSE00001641318	CCDS44613.1	7	90	-1
11	59658866	59658946	ENSE00001365809	CCDS44613.1	4	81	-1
11	59773211	59773294	ENSE00003637055	CCDS7975.1,CCDS53637.1	2,2	84	1
11	60064262	60064318	ENSE00003461662	CCDS31568.1,CCDS31568.1,CCDS31567.1	2,3,4	57	1
11	60092792	60092848	ENSE00003590662	CCDS73292.1,CCDS7980.1	3,4	57	1
11	60093964	60094062	ENSE00000991109	CCDS7980.1,CCDS73292.1	6,5	99	1
11	60178260	60178316	ENSE00003607395	CCDS58134.1,CCDS44615.1,CCDS44616.1,CCDS7981.1,CCDS58134.1	5,4,4,5,4	57	-1
11	60301001	60301057	ENSE00003631865	CCDS7982.1,CCDS58135.1	4,4	57	1
11	60386717	60386773	ENSE00003613164	CCDS7986.1,CCDS7986.1,CCDS7985.1	3,3,4	57	1
11	60400404	60400454	ENSE00003564164	CCDS31569.1,CCDS58136.1	3,3	51	1
11	60405889	60405987	ENSE00003484530	CCDS73295.1,CCDS58136.1	4,5	99	1
11	60432411	60432467	ENSE00003687229	CCDS7987.1	3	57	1
11	60464288	60464344	ENSE00001507320	CCDS31570.1,CCDS31570.1,CCDS31570.1	3,4,4	57	1
11	60501983	60502039	ENSE00000720006	CCDS7988.1,CCDS53638.1	4,3	57	1
11	60523897	60523953	ENSE00001476594	CCDS31571.1,CCDS41653.1	4,4	57	1
11	60529365	60529460	ENSE00001476589	CCDS31571.1,CCDS60801.1,CCDS41653.1	6,4,5	96	1
11	60706988	60707047	ENSE00003611485	CCDS7990.1	4	60	1
11	60771291	60771347	ENSE00003558665	CCDS7991.1,CCDS44617.1,CCDS60802.1	3,4,3	57	1
11	60773392	60773484	ENSE00003666793	CCDS44617.1,CCDS7991.1,CCDS60802.1	5,4,4	93	1
11	60792265	60792321	ENSE00001380956	CCDS7992.1	4	57	1
11	60849940	60850014	ENSE00003550038	CCDS7993.1	3	75	1
11	60901295	60901369	ENSE00001167737	CCDS7995.1	8	75	-1
11	60901499	60901540	ENSE00003599721	CCDS7995.1	7	42	-1
11	60902403	60902465	ENSE00001167760	CCDS7995.1	6	63	-1
11	61211337	61211435	ENSE00003493454	CCDS31574.1	8	99	1
11	61230166	61230264	ENSE00003682565	CCDS31575.1	8	99	1
11	61249916	61250014	ENSE00003674872	CCDS8001.1	8	99	1
11	61323011	61323094	ENSE00003487770	CCDS31576.1	8	84	-1
11	61345857	61345946	ENSE00003572548	CCDS8003.1	17	90	1
11	61486344	61486403	ENSE00001119025	CCDS8008.1	8	60	1
11	61486524	61486610	ENSE00001119014	CCDS53641.1,CCDS8008.1	8,9	87	1
11	61728931	61729008	ENSE00003532059	CCDS31578.1	8	78	1
11	61735561	61735644	ENSE00003589671	CCDS31578.1	11	84	1
11	61735739	61735816	ENSE00003556118	CCDS31578.1	12	78	1
11	61736270	61736350	ENSE00003665664	CCDS31578.1	13	81	1
11	61785800	61785874	ENSE00001757101	CCDS44622.1,CCDS31579.1	26,25	75	1
11	61907393	61907470	ENSE00001119135	CCDS60809.1,CCDS8014.1	4,4	78	-1
11	61907565	61907660	ENSE00001119132	CCDS60809.1,CCDS8014.1	3,3	96	-1
11	61957387	61957464	ENSE00003465370	CCDS44623.1,CCDS31580.1	5,6	78	1
11	61959498	61959578	ENSE00003654022	CCDS31580.1,CCDS44623.1	8,7	81	1
11	621812	621904	ENSE00003543780	CCDS7708.1,CCDS7707.1,CCDS7707.1	4,5,4	93	-1
11	6222811	6222897	ENSE00000903296	CCDS44530.1,CCDS7760.1	5,5	87	-1
11	624213	624263	ENSE00003631793	CCDS7707.1,CCDS7708.1,CCDS7707.1	4,3,3	51	-1
11	62596458	62596532	ENSE00000990808	CCDS8022.1	10	75	-1
11	62608201	62608296	ENSE00003684721	CCDS8023.2	10	96	-1
11	62626860	62626934	ENSE00003623493	CCDS60818.1,CCDS60817.1,CCDS41656.1,CCDS8026.1	18,19,21,20	75	-1
11	62690787	62690867	ENSE00003605294	CCDS55769.1	8	81	-1
11	62765182	62765232	ENSE00003502799	CCDS31585.1	4	51	1
11	62765340	62765405	ENSE00003508148	CCDS31585.1	5	66	1
11	62765653	62765724	ENSE00003621890	CCDS31585.1	6	72	1
11	62776384	62776470	ENSE00003474933	CCDS8035.1	3	87	1
11	62781894	62781968	ENSE00003600722	CCDS8035.1	7	75	1
11	62797318	62797386	ENSE00003692815	CCDS8037.1,CCDS8037.1	12,13	69	-1
11	62801739	62801819	ENSE00003705820	CCDS44629.1,CCDS8037.1,CCDS8037.1	6,6,7	81	-1
11	62802177	62802260	ENSE00003655676	CCDS8037.1,CCDS44629.1,CCDS8037.1	5,4,4	84	-1
11	62825283	62825339	ENSE00003666772	CCDS58140.1,CCDS8038.2	7,7	57	-1
11	62833618	62833674	ENSE00003670614	CCDS44630.1,CCDS44630.1,CCDS44630.1	10,11,11	57	-1
11	62884457	62884525	ENSE00003660800	CCDS31588.1,CCDS8039.2,CCDS31590.1,CCDS31589.1	7,7,4,5	69	1
11	62888135	62888218	ENSE00003659239	CCDS8039.2,CCDS31589.1,CCDS31590.1,CCDS31588.1	11,9,8,11	84	1
11	63510463	63510501	ENSE00000908970	CCDS44634.1,CCDS8045.1,CCDS44635.1,CCDS44633.1,CCDS53648.1	4,5,4,5,5	39	1
11	63511079	63511105	ENSE00000908973	CCDS8045.1,CCDS44634.1,CCDS44633.1	6,5,6	27	1
11	63633026	63633097	ENSE00002478444	CCDS73309.1,CCDS41663.1	11,11	72	-1
11	63635534	63635590	ENSE00002468685	CCDS41663.1,CCDS73309.1	10,10	57	-1
11	63644169	63644261	ENSE00001325677	CCDS41663.1,CCDS73309.1	7,7	93	-1
11	63646507	63646563	ENSE00001306614	CCDS41663.1,CCDS73309.1	6,6	57	-1
11	63651936	63651986	ENSE00001319139	CCDS73309.1,CCDS41663.1	5,5	51	-1
11	63895580	63895633	ENSE00002503318	CCDS41665.1,CCDS53650.1,CCDS8051.2,CCDS53649.1,CCDS53651.1	3,3,3,3,3	54	1
11	63899052	63899108	ENSE00002495001	CCDS53649.1,CCDS41665.1,CCDS53651.1,CCDS8051.2,CCDS53650.1	7,7,7,7,7	57	1
11	63912870	63912947	ENSE00001116859	CCDS8052.1	9	78	-1
11	63945840	63945935	ENSE00003614471	CCDS8053.1	2	96	1
11	63988654	63988752	ENSE00003586610	CCDS8055.1,CCDS8055.1	3,4	99	1
11	6403488	6403544	ENSE00003707556	CCDS66018.1,CCDS31410.1,CCDS66017.1,CCDS66015.1,CCDS31410.1,CCDS66015.1,CCDS66015.1,CCDS66016.1,CCDS58114.1	4,4,3,3,4,4,3,3,3	57	-1
11	64227568	64227666	ENSE00001196025	CCDS8061.1	3	99	1
11	64244930	64244962	ENSE00001195861	CCDS31596.1	3	33	-1
11	64245204	64245287	ENSE00003606403	CCDS31596.1	2	84	-1
11	64254415	64254492	ENSE00001195847	CCDS8064.1,CCDS8064.1	2,2	78	1
11	64254748	64254816	ENSE00001195840	CCDS8064.1,CCDS8064.1	3,3	69	1
11	64254952	64255038	ENSE00001228317	CCDS53654.1	2	87	1
11	64267185	64267271	ENSE00000992495	CCDS8064.1,CCDS53654.1,CCDS8064.1	30,28,30	87	1
11	64317058	64317132	ENSE00002320698	CCDS66113.1	3	75	-1
11	64317058	64317147	ENSE00001195289	CCDS8068.1	3	90	-1
11	64320865	64320903	ENSE00001313724	CCDS8071.1,CCDS8069.1,CCDS8070.1	2,4,3	39	1
11	64341421	64341504	ENSE00003624092	CCDS8072.2	6	84	1
11	64351160	64351255	ENSE00003650835	CCDS8072.2	17	96	1
11	64361469	64361549	ENSE00003539479	CCDS73313.1,CCDS8073.1	6,6	81	1
11	64676993	64677037	ENSE00001120046	CCDS8077.1,CCDS8077.1	6,7	45	-1
11	64677014	64677037	ENSE00002469462	CCDS31597.1	6	24	-1
11	64735903	64735980	ENSE00003496897	CCDS31598.1,CCDS31598.1,CCDS31598.1	10,10,10	78	-1
11	64754253	64754345	ENSE00000730810	CCDS53659.1,CCDS8079.1	7,9	93	-1
11	64758246	64758266	ENSE00001473903	CCDS53659.1	2	21	-1
11	64796982	64797023	ENSE00003646985	CCDS8082.1	20	42	-1
11	64801710	64801757	ENSE00003525383	CCDS8082.1	6	48	-1
11	6481757	6481852	ENSE00003463476	CCDS7766.1	2	96	1
11	6481757	6481852	ENSE00003581882	CCDS7766.1,CCDS7766.1	2,2	96	1
11	64833600	64833659	ENSE00003690148	CCDS31601.1	23	60	-1
11	64833738	64833836	ENSE00001386945	CCDS31601.1	22	99	-1
11	64835762	64835851	ENSE00001399416	CCDS31601.1	14	90	-1
11	64840553	64840648	ENSE00000863724	CCDS31601.1	4	96	-1
11	64841650	64841733	ENSE00002469769	CCDS31601.1	3	84	-1
11	64906113	64906193	ENSE00001170848	CCDS31602.1	22	81	-1
11	64910616	64910708	ENSE00001170928	CCDS31602.1	12	93	-1
11	64913038	64913136	ENSE00000863750	CCDS31602.1	6	99	-1
11	64928066	64928158	ENSE00003498508	CCDS8085.1	5	93	1
11	64931436	64931489	ENSE00002487565	CCDS8085.1	9	54	1
11	64931559	64931609	ENSE00002488395	CCDS8085.1	10	51	1
11	65020419	65020499	ENSE00000729668	CCDS8088.1,CCDS8088.1	4,4	81	1
11	65027538	65027636	ENSE00002170078	CCDS8090.1	1	99	1
11	65032168	65032203	ENSE00003616074	CCDS8090.1,CCDS8089.1	2,2	36	1
11	65083364	65083399	ENSE00003476504	CCDS8091.1	4	36	-1
11	65083485	65083550	ENSE00003523225	CCDS8091.1	3	66	-1
11	65133160	65133252	ENSE00003518088	CCDS8097.1,CCDS31605.1,CCDS8097.1	3,3,3	93	-1
11	65187215	65187298	ENSE00003688934	CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1	7,7,6,7,7	84	1
11	65208055	65208120	ENSE00003638893	CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1	15,15,15,14,15	66	1
11	65209849	65209917	ENSE00003460533	CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1,CCDS44644.1	18,17,18,18,18	69	1
11	65281670	65281732	ENSE00003462708	CCDS8098.1	9	63	1
11	65289050	65289088	ENSE00003471549	CCDS8098.1	12	39	1
11	65343745	65343837	ENSE00003541428	CCDS8100.1	5	93	1
11	65379867	65379938	ENSE00003668445	CCDS41670.1,CCDS41670.1	3,4	72	-1
11	653962	654051	ENSE00003580670	CCDS31327.1	11	90	-1
11	65537809	65537880	ENSE00003477033	CCDS44646.1,CCDS41672.1	15,15	72	1
11	65579341	65579436	ENSE00001254921	CCDS44649.1	3	96	1
11	65579936	65579989	ENSE00002517570	CCDS44649.1	4	54	1
11	65623929	65623961	ENSE00001191539	CCDS44650.1	13	33	1
11	65625652	65625744	ENSE00003473643	CCDS44650.1	19	93	1
11	65713593	65713667	ENSE00003595616	CCDS31610.1,CCDS8110.1,CCDS8109.1,CCDS55771.1	6,5,5,4	75	1
11	65713774	65713848	ENSE00003645581	CCDS31610.1,CCDS8110.1,CCDS55771.1,CCDS8109.1	7,6,5,6	75	1
11	65714821	65714910	ENSE00003464410	CCDS31610.1,CCDS55771.1,CCDS8110.1,CCDS8109.1	9,7,8,8	90	1
11	65852465	65852551	ENSE00003649426	CCDS8113.2	10	87	1
11	65861947	65862045	ENSE00003502854	CCDS8115.1	4	99	1
11	65862211	65862279	ENSE00003595999	CCDS8115.1	5	69	1
11	65864720	65864815	ENSE00003543819	CCDS8115.1	12	96	1
11	65884570	65884656	ENSE00003618983	CCDS8119.1,CCDS8118.1	8,8	87	-1
11	65965702	65965779	ENSE00003690299	CCDS31611.1	6	78	1
11	65978600	65978689	ENSE00003578323	CCDS31611.1	18	90	1
11	66053027	66053104	ENSE00003636369	CCDS31612.1	3	78	1
11	66055535	66055585	ENSE00000734592	CCDS31612.1	5	51	1
11	66059515	66059595	ENSE00003628106	CCDS31612.1	12	81	1
11	66061686	66061775	ENSE00000734606	CCDS31612.1	15	90	1
11	6608394	6608489	ENSE00003577304	CCDS7768.1,CCDS60712.1,CCDS7768.1,CCDS7768.1	4,4,3,4	96	1
11	6608884	6608967	ENSE00003593586	CCDS60712.1	5	84	1
11	66210362	66210451	ENSE00003683210	CCDS8129.1	3	90	1
11	66216695	66216775	ENSE00001189699	CCDS8129.1	7	81	1
11	66219746	66219805	ENSE00003487014	CCDS8129.1	8	60	1
11	66227504	66227584	ENSE00001189683	CCDS8129.1	11	81	1
11	66272157	66272252	ENSE00001189438	CCDS31613.1	3	96	1
11	66272365	66272460	ENSE00001189431	CCDS31613.1	4	96	1
11	66282259	66282327	ENSE00003644459	CCDS8131.1	2	69	1
11	66282733	66282780	ENSE00003654728	CCDS8131.1	3	48	1
11	66438164	66438259	ENSE00003644681	CCDS8140.1,CCDS8139.1,CCDS44655.1	2,2,2	96	-1
11	66471348	66471371	ENSE00003754501	CCDS73328.1	3	24	1
11	66485173	66485262	ENSE00003694448	CCDS8141.1,CCDS8141.1	3,3	90	1
11	66487268	66487342	ENSE00001188775	CCDS8141.1,CCDS58147.1,CCDS8141.1	5,4,5	75	1
11	66493541	66493633	ENSE00003664116	CCDS8141.1,CCDS8141.1,CCDS58147.1	12,12,11	93	1
11	66495206	66495268	ENSE00003572121	CCDS8141.1,CCDS8141.1,CCDS58147.1	13,13,12	63	1
11	66531656	66531742	ENSE00003633941	CCDS8142.1	16	87	1
11	66567984	66568082	ENSE00003503975	CCDS8144.1	2	99	-1
11	66605339	66605416	ENSE00003664359	CCDS8146.1	6	78	1
11	66687868	66687918	ENSE00003530298	CCDS8150.1,CCDS8150.1	34,33	51	-1
11	66693772	66693861	ENSE00001187965	CCDS8150.1,CCDS8150.1	22,23	90	-1
11	6682747	6682815	ENSE00001036733	CCDS31412.1	2	69	-1
11	66843956	66844039	ENSE00003600282	CCDS8151.1	3	84	1
11	67243009	67243092	ENSE00003497654	CCDS58148.1,CCDS44657.1	2,13	84	1
11	67248281	67248370	ENSE00003532220	CCDS58148.1,CCDS44657.1	5,16	90	1
11	67279626	67279700	ENSE00003685082	CCDS8156.1	5	75	1
11	67283854	67283949	ENSE00003632297	CCDS8156.1	17	96	1
11	67406627	67406692	ENSE00003557963	CCDS8162.1	6	66	1
11	67429527	67429595	ENSE00003473628	CCDS41677.1	4	69	1
11	67433995	67434057	ENSE00003609959	CCDS41677.1	11	63	1
11	67434198	67434275	ENSE00003550598	CCDS41677.1	12	78	1
11	67628323	67628400	ENSE00001471377	CCDS58151.1	3	78	-1
11	68081404	68081457	ENSE00003614432	CCDS8178.1	3	54	-1
11	684898	684963	ENSE00003553041	CCDS31327.1	6	66	-1
11	68551121	68551186	ENSE00000992117	CCDS53674.1,CCDS53672.1,CCDS53675.1,CCDS53671.1,CCDS8182.1,CCDS53673.1	6,6,7,6,7,6	66	1
11	68583043	68583129	ENSE00001516530	CCDS53671.1,CCDS53673.1,CCDS53672.1	15,15,15	87	1
11	68684924	68685004	ENSE00000904480	CCDS8183.1	2	81	1
11	68759569	68759661	ENSE00001117295	CCDS31624.1,CCDS8185.1,CCDS31624.1,CCDS8185.1	17,18,18,17	93	-1
11	68796856	68796933	ENSE00003669189	CCDS8185.1,CCDS8185.1,CCDS31624.1,CCDS31624.1	7,6,6,7	78	-1
11	69072915	69073001	ENSE00003605167	CCDS8189.1	13	87	1
11	69078734	69078793	ENSE00003578767	CCDS8189.1	15	60	1
11	69083945	69084016	ENSE00003596840	CCDS8189.1	19	72	1
11	70103066	70103164	ENSE00002449881	CCDS44663.1	3	99	1
11	70116458	70116499	ENSE00001235944	CCDS44663.1	8	42	1
11	70153057	70153128	ENSE00000992053	CCDS44663.1	14	72	1
11	70155911	70155988	ENSE00001470960	CCDS44663.1	15	78	1
11	70156947	70157021	ENSE00000737913	CCDS44663.1	16	75	1
11	70325500	70325574	ENSE00002485330	CCDS31627.1,CCDS31628.1	5,5	75	1
11	70333470	70333553	ENSE00003578668	CCDS31627.1,CCDS31628.1	10,10	84	1
11	70337365	70337427	ENSE00003548769	CCDS31628.1,CCDS31627.1	12,12	63	1
11	70376532	70376600	ENSE00003594881	CCDS31627.1,CCDS31628.1	25,25	69	1
11	70407298	70407384	ENSE00003684603	CCDS41680.1,CCDS53676.1,CCDS8197.1	3,3,3	87	1
11	70431191	70431280	ENSE00003588443	CCDS53676.1,CCDS8197.1,CCDS41680.1	14,14,15	90	1
11	71478395	71478469	ENSE00003600208	CCDS8201.1	10	75	1
11	71789783	71789845	ENSE00002482926	CCDS8202.1,CCDS41686.1,CCDS44664.1	2,2,2	63	1
11	71791739	71791819	ENSE00002502175	CCDS44664.1	3	81	1
11	72010786	72010854	ENSE00000927500	CCDS66156.1,CCDS66156.1,CCDS31633.1	14,17,17	69	-1
11	72012401	72012442	ENSE00000990252	CCDS31633.1	16	42	-1
11	72022339	72022419	ENSE00003540906	CCDS66156.1,CCDS66156.1,CCDS31633.1	5,8,7	81	-1
11	72110544	72110603	ENSE00003587852	CCDS60880.1,CCDS8210.1,CCDS8210.1,CCDS8210.1,CCDS60880.1,CCDS8210.1,CCDS8210.1,CCDS8210.1,CCDS8210.1	4,4,4,4,4,4,4,4,3	60	-1
11	722091	722165	ENSE00003625340	CCDS31328.1,CCDS31328.1,CCDS31328.1	13,12,12	75	1
11	72229663	72229752	ENSE00001093253	CCDS8213.1	7	90	1
11	72229924	72230019	ENSE00001093228	CCDS8213.1	8	96	1
11	72302304	72302348	ENSE00001062826	CCDS8215.1,CCDS58152.1,CCDS58154.1,CCDS58153.1	11,12,10,9	45	-1
11	72578476	72578514	ENSE00003600020	CCDS44670.1,CCDS8216.1,CCDS73345.1,CCDS53678.1	28,29,29,30	39	-1
11	72579534	72579608	ENSE00003544701	CCDS73345.1,CCDS44670.1,CCDS53678.1,CCDS8216.1	26,25,27,26	75	-1
11	72580577	72580624	ENSE00003607412	CCDS73345.1,CCDS44670.1,CCDS53678.1,CCDS8216.1	25,24,26,25	48	-1
11	72583438	72583515	ENSE00003646487	CCDS73345.1,CCDS8216.1,CCDS53678.1,CCDS44670.1	20,20,21,19	78	-1
11	72589175	72589240	ENSE00003527140	CCDS73345.1,CCDS44670.1,CCDS8216.1,CCDS53678.1	12,11,12,13	66	-1
11	72589751	72589792	ENSE00003600335	CCDS8216.1,CCDS73345.1,CCDS44670.1,CCDS53678.1	11,11,10,12	42	-1
11	72589907	72589981	ENSE00003657003	CCDS8216.1,CCDS73345.1,CCDS53678.1,CCDS44670.1	10,10,11,9	75	-1
11	72591297	72591356	ENSE00003683488	CCDS73345.1,CCDS8216.1,CCDS53678.1,CCDS44670.1	7,7,8,6	60	-1
11	72608662	72608751	ENSE00003562606	CCDS44670.1,CCDS8216.1,CCDS53678.1,CCDS73345.1	2,3,4,3	90	-1
11	72692753	72692785	ENSE00003526214	CCDS8217.2,CCDS41687.1	28,30	33	-1
11	72695387	72695455	ENSE00003639131	CCDS44671.1,CCDS41687.1,CCDS8217.2	23,26,24	69	-1
11	72695542	72695628	ENSE00003654521	CCDS8217.2,CCDS44671.1,CCDS41687.1	23,22,25	87	-1
11	72826518	72826589	ENSE00003474984	CCDS31634.1	12	72	1
11	72843449	72843532	ENSE00003538320	CCDS8218.2	15	84	-1
11	72902543	72902638	ENSE00000990257	CCDS8218.2	10	96	-1
11	73346883	73346960	ENSE00003565167	CCDS8221.1	2	78	1
11	73355861	73355953	ENSE00000739823	CCDS8221.1	5	93	1
11	73356709	73356759	ENSE00001062892	CCDS8221.1	7	51	1
11	73390551	73390625	ENSE00000739940	CCDS8222.1,CCDS8222.1	3,3	75	1
11	73720846	73720899	ENSE00001759909	CCDS58155.1,CCDS8223.1,CCDS8224.1,CCDS58156.1	3,3,3,3	54	-1
11	73863172	73863261	ENSE00003600762	CCDS44676.1	7	90	1
11	73891112	73891201	ENSE00003528087	CCDS58157.1,CCDS8226.1,CCDS58157.1,CCDS58157.1	3,4,5,5	90	1
11	73899146	73899244	ENSE00003567075	CCDS8226.1,CCDS58157.1,CCDS58157.1,CCDS58157.1	5,4,6,6	99	1
11	74204353	74204445	ENSE00003623923	CCDS60891.1,CCDS44678.1	3,3	93	1
11	74268145	74268234	ENSE00001752767	CCDS73347.1	12	90	-1
11	74269652	74269720	ENSE00003513351	CCDS73347.1,CCDS8230.1	11,11	69	-1
11	74273545	74273607	ENSE00003577917	CCDS8230.1,CCDS73347.1	10,10	63	-1
11	74368492	74368575	ENSE00001093061	CCDS8231.1	5	84	-1
11	74933825	74933872	ENSE00003509028	CCDS58160.1,CCDS44680.1	5,5	48	-1
11	74965034	74965117	ENSE00003582689	CCDS44681.1	2	84	1
11	75281962	75282021	ENSE00003621626	CCDS44684.1,CCDS31640.1	6,6	60	-1
11	75449885	75449983	ENSE00003528535	CCDS8238.1,CCDS8238.1	7,8	99	-1
11	75456757	75456816	ENSE00003467874	CCDS8238.1,CCDS8238.1	7,6	60	-1
11	75888829	75888903	ENSE00001039954	CCDS8241.1	5	75	1
11	7593132	7593224	ENSE00003523268	CCDS31419.1	4	93	1
11	7620935	7621027	ENSE00001102532	CCDS31419.1,CCDS58117.1,CCDS58116.1	7,3,4	93	1
11	7635552	7635593	ENSE00003590234	CCDS58117.1,CCDS58116.1,CCDS31419.1	10,11,14	42	1
11	76990539	76990574	ENSE00003528879	CCDS8247.1,CCDS73352.1	6,6	36	1
11	77175372	77175464	ENSE00003549304	CCDS53683.1,CCDS53685.1,CCDS53684.1	18,18,18	93	1
