chr	start	end	exon	CCDS	transcript_ids	ranks	len	strand
3	53804000	53804044	ENSE00001032330	"CCDS46848.1,CCDS2872.1"	"ENST00000350061,ENST00000288139"	"31,32"	45	1
3	53806860	53806925	ENSE00001640159	"CCDS2872.1,CCDS46849.1,CCDS46848.1"	"ENST00000288139,ENST00000422281,ENST00000350061"	"34,32,33"	66	1
3	53891643	53891717	ENSE00001212782	CCDS2874.1	ENST00000288167	8	75	1
3	53907059	53907154	ENSE00000861052	CCDS2875.1	ENST00000335754	9	96	-1
3	53911674	53911778	ENSE00002301457	CCDS2875.1	ENST00000335754	4	105	-1
3	56207474	56207548	ENSE00001374854	"CCDS46851.1,CCDS46851.1"	"ENST00000288221,ENST00000460849"	"4,4"	75	-1
3	56705628	56705720	ENSE00002264520	CCDS46853.1	ENST00000493960	3	93	-1
3	56787532	56787594	ENSE00002353088	"CCDS2878.1,CCDS46855.1,CCDS46854.1"	"ENST00000296315,ENST00000413728,ENST00000338458"	"4,4,7"	63	-1
3	56807737	56807844	ENSE00002391941	"CCDS46854.1,CCDS2878.1,CCDS46855.1"	"ENST00000338458,ENST00000296315,ENST00000413728"	"5,2,2"	108	-1
3	56916320	56916382	ENSE00002361772	CCDS46854.1	ENST00000338458	4	63	-1
3	57138370	57138435	ENSE00002370404	CCDS2880.2	ENST00000296318	8	66	-1
3	57232419	57232520	ENSE00001077062	"CCDS2881.1,CCDS2881.1"	"ENST00000495160,ENST00000295934"	"4,3"	102	-1
3	57269594	57269692	ENSE00002412527	CCDS2882.1	ENST00000288266	2	99	1
3	57271520	57271579	ENSE00002360030	CCDS2882.1	ENST00000288266	3	60	1
3	57272073	57272144	ENSE00002426531	CCDS2882.1	ENST00000288266	4	72	1
3	57287710	57287766	ENSE00002416197	CCDS2882.1	ENST00000288266	13	57	1
3	57301770	57301820	ENSE00002376529	CCDS2882.1	ENST00000288266	20	51	1
3	57302426	57302515	ENSE00001032946	CCDS2882.1	ENST00000288266	21	90	1
3	57509310	57509336	ENSE00002249541	CCDS33771.1	ENST00000311202	4	27	-1
3	57563043	57563114	ENSE00002341110	CCDS2884.1	ENST00000303436	4	72	-1
3	57614538	57614612	ENSE00001180641	CCDS33773.1	ENST00000311128	19	75	-1
3	57616652	57616705	ENSE00001180654	CCDS33773.1	ENST00000311128	16	54	-1
3	57618992	57619081	ENSE00001180658	CCDS33773.1	ENST00000311128	15	90	-1
3	57644845	57644907	ENSE00002367948	CCDS33773.1	ENST00000311128	8	63	-1
3	57649363	57649443	ENSE00002360708	CCDS33773.1	ENST00000311128	5	81	-1
3	57658127	57658165	ENSE00002348132	CCDS33773.1	ENST00000311128	2	39	-1
3	57835481	57835543	ENSE00002400830	"CCDS33774.1,CCDS33774.1"	"ENST00000295951,ENST00000295952"	"6,5"	63	1
3	57843460	57843555	ENSE00002386196	"CCDS33774.1,CCDS33774.1"	"ENST00000295952,ENST00000295951"	"6,7"	96	1
3	57843815	57843886	ENSE00002354887	"CCDS33774.1,CCDS33774.1"	"ENST00000295952,ENST00000295951"	"7,8"	72	1
3	58081868	58081945	ENSE00001295579	CCDS2885.1	ENST00000295956	6	78	1
3	58127585	58127656	ENSE00001302065	CCDS2885.1	ENST00000295956	30	72	1
3	58351601	58351651	ENSE00001235124	CCDS2889.1	ENST00000356151	2	51	1
3	58355158	58355205	ENSE00001235118	CCDS2889.1	ENST00000356151	3	48	1
3	58377500	58377574	ENSE00002381106	CCDS2889.1	ENST00000356151	7	75	1
3	58380725	58380829	ENSE00002331165	CCDS2889.1	ENST00000356151	8	105	1
3	58381385	58381486	ENSE00002370258	CCDS2889.1	ENST00000356151	9	102	1
3	58394651	58394728	ENSE00002340522	CCDS2889.1	ENST00000356151	14	78	1
3	58395259	58395345	ENSE00002385633	CCDS2889.1	ENST00000356151	15	87	1
3	58417320	58417355	ENSE00002365633	CCDS2890.1	ENST00000302746	5	36	-1
3	58417458	58417520	ENSE00002389622	CCDS2890.1	ENST00000302746	4	63	-1
3	58417604	58417711	ENSE00002426762	CCDS2890.1	ENST00000302746	3	108	-1
3	58419358	58419411	ENSE00002398159	CCDS2890.1	ENST00000302746	2	54	-1
3	59737952	59738047	ENSE00001364097	CCDS2894.1	ENST00000341848	5	96	-1
3	59908072	59908140	ENSE00002385110	"CCDS2894.1,CCDS2894.1,CCDS2894.1,CCDS2894.1"	"ENST00000476844,ENST00000468189,ENST00000492590,ENST00000341848"	"8,8,8,4"	69	-1
3	59997097	59997126	ENSE00002396534	"CCDS2894.1,CCDS2894.1,CCDS2894.1,CCDS2894.1"	"ENST00000476844,ENST00000468189,ENST00000492590,ENST00000341848"	"7,7,7,3"	30	-1
3	62063837	62063932	ENSE00001667764	CCDS2895.1	ENST00000474889	5	96	1
3	62317000	62317074	ENSE00000773526	"CCDS2896.1,CCDS2896.1,CCDS2896.1,CCDS2896.1"	"ENST00000462069,ENST00000232519,ENST00000542214,ENST00000494481"	"5,4,4,5"	75	1
3	62388756	62388860	ENSE00002362872	"CCDS2898.1,CCDS46858.1,CCDS2899.1"	"ENST00000357948,ENST00000383710,ENST00000283269"	"26,29,27"	105	-1
3	62423779	62423886	ENSE00001076605	"CCDS2898.1,CCDS46858.1,CCDS2899.1"	"ENST00000357948,ENST00000383710,ENST00000283269"	"25,28,26"	108	-1
3	62431440	62431472	ENSE00002314502	"CCDS2899.1,CCDS2898.1,CCDS46858.1"	"ENST00000283269,ENST00000357948,ENST00000383710"	"25,24,27"	33	-1
3	62451042	62451125	ENSE00002338964	"CCDS46858.1,CCDS2899.1,CCDS2898.1"	"ENST00000383710,ENST00000283269,ENST00000357948"	"26,24,23"	84	-1
3	62452014	62452088	ENSE00002335812	"CCDS46858.1,CCDS2899.1,CCDS2898.1"	"ENST00000383710,ENST00000283269,ENST00000357948"	"25,23,22"	75	-1
3	62479320	62479340	ENSE00001498233	CCDS46858.1	ENST00000383710	19	21	-1
3	62647989	62648069	ENSE00002404962	"CCDS2898.1,CCDS46858.1,CCDS2899.1"	"ENST00000357948,ENST00000383710,ENST00000283269"	"4,4,4"	81	-1
3	63264353	63264418	ENSE00001769487	CCDS46859.1	ENST00000478300	2	66	1
3	64518842	64518946	ENSE00001339979	CCDS2903.1	ENST00000498707	38	105	-1
3	64589903	64590007	ENSE00002335306	CCDS2903.1	ENST00000498707	24	105	-1
3	64633616	64633720	ENSE00002376949	CCDS2903.1	ENST00000498707	11	105	-1
3	64641468	64641551	ENSE00002359687	CCDS2903.1	ENST00000498707	5	84	-1
3	67568671	67568760	ENSE00001175836	CCDS43104.1	ENST00000307227	6	90	-1
3	69036596	69036664	ENSE00002324779	CCDS2908.1	ENST00000295571	11	69	-1
3	69075147	69075248	ENSE00002349539	CCDS43105.1	ENST00000398559	14	102	-1
3	69077051	69077143	ENSE00002347079	CCDS43105.1	ENST00000398559	13	93	-1
3	69084174	69084266	ENSE00000966902	CCDS43105.1	ENST00000398559	9	93	-1
3	69124581	69124661	ENSE00002385250	"CCDS2910.1,CCDS2909.1"	"ENST00000349511,ENST00000361055"	"3,4"	81	-1
3	69265414	69265500	ENSE00002409270	CCDS46863.1	ENST00000398540	11	87	-1
3	69299194	69299250	ENSE00002408800	CCDS46863.1	ENST00000398540	6	57	-1
3	69362603	69362668	ENSE00002389599	CCDS46863.1	ENST00000398540	2	66	-1
3	69988249	69988332	ENSE00002353714	"CCDS46866.1,CCDS2913.1,CCDS46865.1,CCDS43106.1,CCDS43107.1"	"ENST00000394355,ENST00000394351,ENST00000314589,ENST00000352241,ENST00000314557"	"3,3,4,4,3"	84	1
3	69990387	69990482	ENSE00002347624	"CCDS43106.1,CCDS43107.1,CCDS46866.1,CCDS2913.1,CCDS46865.1"	"ENST00000352241,ENST00000314557,ENST00000394355,ENST00000394351,ENST00000314589"	"5,4,4,4,5"	96	1
3	71026092	71026193	ENSE00002417698	"CCDS2914.1,CCDS2914.1,CCDS2914.1"	"ENST00000498215,ENST00000475937,ENST00000318789"	"13,16,17"	102	-1
3	71037145	71037228	ENSE00001002137	"CCDS2914.1,CCDS2914.1,CCDS2914.1"	"ENST00000318789,ENST00000498215,ENST00000475937"	"14,10,13"	84	-1
3	71101688	71101777	ENSE00002413170	"CCDS2914.1,CCDS2914.1,CCDS2914.1"	"ENST00000475937,ENST00000318789,ENST00000498215"	"8,9,5"	90	-1
3	71161687	71161788	ENSE00002387336	"CCDS2914.1,CCDS2914.1,CCDS2914.1"	"ENST00000498215,ENST00000475937,ENST00000318789"	"3,6,7"	102	-1
3	71823596	71823658	ENSE00001074301	CCDS46868.1	ENST00000295619	3	63	-1
3	72864501	72864554	ENSE00002365136	CCDS33788.1	ENST00000325599	8	54	-1
3	73437119	73437220	ENSE00002380111	CCDS33789.1	ENST00000263666	8	102	-1
3	73438967	73439029	ENSE00002422133	CCDS33789.1	ENST00000263666	7	63	-1
3	73440169	73440267	ENSE00002331924	CCDS33789.1	ENST00000263666	6	99	-1
3	73651505	73651612	ENSE00001204268	CCDS33789.1	ENST00000263666	3	108	-1
3	73657749	73657835	ENSE00001204273	CCDS33789.1	ENST00000263666	2	87	-1
3	97664642	97664731	ENSE00002421652	"CCDS43114.1,CCDS2929.1,CCDS43114.1"	"ENST00000394198,ENST00000360258,ENST00000333396"	"9,9,9"	90	-1
3	99879274	99879345	ENSE00002326432	CCDS2935.1	ENST00000421999	3	72	1
3	100018083	100018175	ENSE00002329717	CCDS2936.1	ENST00000344949	10	93	1
3	100092382	100092489	ENSE00001014409	CCDS33807.1	ENST00000284320	8	108	-1
3	101212717	101212812	ENSE00002380189	"CCDS2941.2,CCDS43121.1"	"ENST00000394095,ENST00000394094"	"3,3"	96	-1
3	101304281	101304355	ENSE00002399713	CCDS2942.1	ENST00000265260	3	75	1
3	101447680	101447781	ENSE00001744729	CCDS2944.1	ENST00000341893	4	102	1
3	107463477	107463557	ENSE00002365239	"CCDS2950.1,CCDS2950.1,CCDS46881.1"	"ENST00000415149,ENST00000406780,ENST00000325805"	"8,7,8"	81	1
3	107466812	107466886	ENSE00002416458	"CCDS2950.1,CCDS46881.1,CCDS2950.1"	"ENST00000406780,ENST00000325805,ENST00000415149"	"8,9,9"	75	1
3	107474445	107474525	ENSE00002360468	"CCDS46881.1,CCDS2950.1,CCDS2950.1"	"ENST00000325805,ENST00000415149,ENST00000406780"	"10,10,9"	81	1
3	107884278	107884340	ENSE00000967369	CCDS2951.1	ENST00000264538	9	63	-1
3	107886640	107886711	ENSE00002382591	CCDS2951.1	ENST00000264538	7	72	-1
3	107925475	107925543	ENSE00002382667	CCDS2951.1	ENST00000264538	5	69	-1
3	108103534	108103629	ENSE00000967342	CCDS43127.1	ENST00000273353	40	96	-1
3	108107817	108107921	ENSE00000967341	CCDS43127.1	ENST00000273353	39	105	-1
3	108214627	108214719	ENSE00001201096	CCDS43127.1	ENST00000273353	8	93	-1
3	108278801	108278875	ENSE00002379576	CCDS33812.1	ENST00000295746	15	75	-1
3	108343291	108343371	ENSE00000967288	"CCDS2952.1,CCDS2952.1"	"ENST00000361582,ENST00000463306"	"6,6"	81	1
3	108353718	108353819	ENSE00001075537	"CCDS2952.1,CCDS2952.1"	"ENST00000463306,ENST00000361582"	"10,10"	102	1
3	108355463	108355555	ENSE00002399445	"CCDS2952.1,CCDS2952.1"	"ENST00000463306,ENST00000361582"	"11,11"	93	1
3	108367765	108367809	ENSE00001075550	"CCDS2952.1,CCDS2952.1"	"ENST00000463306,ENST00000361582"	"17,17"	45	1
3	108380724	108380819	ENSE00002417087	"CCDS2952.1,CCDS2952.1"	"ENST00000361582,ENST00000463306"	"20,20"	96	1
3	108396344	108396445	ENSE00002363440	"CCDS2952.1,CCDS2952.1"	"ENST00000361582,ENST00000463306"	"26,26"	102	1
3	108407670	108407771	ENSE00002396219	"CCDS2952.1,CCDS2952.1"	"ENST00000463306,ENST00000361582"	"31,31"	102	1
3	108688516	108688569	ENSE00000775171	CCDS2955.1	ENST00000232603	26	54	-1
3	108719404	108719505	ENSE00000775177	CCDS2955.1	ENST00000232603	21	102	-1
3	108723664	108723735	ENSE00000775179	CCDS2955.1	ENST00000232603	20	72	-1
3	108725876	108725938	ENSE00000775183	CCDS2955.1	ENST00000232603	18	63	-1
3	109027873	109027926	ENSE00001159073	CCDS2956.1	ENST00000478945	5	54	-1
3	109050581	109050631	ENSE00002407565	CCDS33814.1	ENST00000335658	4	51	-1
3	111296349	111296396	ENSE00001391787	CCDS2959.1	ENST00000283285	4	48	1
3	111664115	111664204	ENSE00002346629	"CCDS46886.1,CCDS46886.1,CCDS46885.1,CCDS2962.1,CCDS2962.1"	"ENST00000393925,ENST00000431670,ENST00000393923,ENST00000412622,ENST00000481953"	"9,9,9,8,7"	90	1
3	111899411	111899509	ENSE00002394650	CCDS33817.1	ENST00000305815	22	99	-1
3	112054790	112054864	ENSE00001498078	CCDS33818.1	ENST00000473539	2	75	1
3	112277223	112277264	ENSE00002426199	CCDS2966.1	ENST00000283290	2	42	-1
3	112711873	112711971	ENSE00002414271	CCDS33820.1	ENST00000383678	2	99	1
3	113120087	113120134	ENSE00002367231	CCDS2972.1	ENST00000295868	11	48	-1
3	113222027	113222074	ENSE00002337114	CCDS2973.1	ENST00000295872	3	48	-1
3	113299455	113299556	ENSE00002375495	CCDS2974.1	ENST00000264852	5	102	1
3	113300208	113300291	ENSE00000775478	CCDS2974.1	ENST00000264852	6	84	1
3	113595012	113595107	ENSE00002344694	CCDS33826.1	ENST00000358160	5	96	1
3	113601599	113601679	ENSE00002420473	CCDS33826.1	ENST00000358160	6	81	1
3	113720442	113720543	ENSE00002402056	CCDS2977.1	ENST00000295878	13	102	-1
3	113772444	113772482	ENSE00002379959	CCDS2977.1	ENST00000295878	2	39	-1
3	118909092	118909166	ENSE00000823592	CCDS2985.1	ENST00000264234	4	75	1
3	118917904	118917987	ENSE00001012108	CCDS2985.1	ENST00000264234	7	84	1
3	119171294	119171377	ENSE00002362088	CCDS2987.1	ENST00000319172	4	84	-1
3	119458102	119458173	ENSE00002337228	CCDS2994.1	ENST00000273390	12	72	1
3	119585437	119585475	ENSE00001236373	CCDS2996.1	ENST00000316626	9	39	-1
3	119595260	119595355	ENSE00002368367	CCDS2996.1	ENST00000316626	8	96	-1
3	119666115	119666198	ENSE00002375726	CCDS2996.1	ENST00000316626	3	84	-1
3	119904146	119904241	ENSE00001235315	"CCDS2997.1,CCDS2997.1"	"ENST00000464295,ENST00000315843"	"7,6"	96	-1
3	120134770	120134874	ENSE00002350595	CCDS2998.1	ENST00000295633	3	105	-1
3	120360436	120360540	ENSE00002325008	CCDS3000.1	ENST00000283871	11	105	-1
3	120371439	120371498	ENSE00002408582	CCDS3000.1	ENST00000283871	5	60	-1
3	120394639	120394710	ENSE00002386080	CCDS3000.1	ENST00000283871	2	72	-1
3	120409296	120409334	ENSE00002398900	CCDS3001.1	ENST00000273375	7	39	-1
3	120413000	120413071	ENSE00002398296	CCDS3001.1	ENST00000273375	6	72	-1
3	120871324	120871407	ENSE00002411214	CCDS43137.1	ENST00000273666	8	84	1
3	121351914	121352018	ENSE00002372691	CCDS3003.1	ENST00000314583	11	105	-1
3	121438493	121438600	ENSE00001239576	CCDS3004.1	ENST00000340645	7	108	-1
3	121641622	121641708	ENSE00002333197	CCDS3007.1	ENST00000489711	9	87	1
3	121641887	121641976	ENSE00001074214	CCDS3007.1	ENST00000489711	10	90	1
3	121642069	121642113	ENSE00001074210	CCDS3007.1	ENST00000489711	11	45	1
3	121643198	121643230	ENSE00001074231	CCDS3007.1	ENST00000489711	12	33	1
3	121659231	121659335	ENSE00002401055	CCDS3007.1	ENST00000489711	21	105	1
3	122056394	122056495	ENSE00001078746	CCDS3011.1	ENST00000264474	2	102	1
3	122081815	122081874	ENSE00002346587	CCDS33838.1	ENST00000291458	4	60	-1
3	122186169	122186276	ENSE00001078786	CCDS3013.1	ENST00000344337	3	108	-1
3	122471438	122471521	ENSE00002353425	CCDS3017.1	ENST00000306103	6	84	-1
3	122647364	122647462	ENSE00002254132	CCDS35491.1	ENST00000357599	7	99	-1
3	122647843	122647905	ENSE00002308112	CCDS35491.1	ENST00000357599	6	63	-1
3	122978371	122978436	ENSE00002382737	"CCDS3021.1,CCDS3021.1"	"ENST00000309934,ENST00000492595"	"5,6"	66	1
3	124196092	124196181	ENSE00002426689	CCDS3027.1	ENST00000240874	27	90	1
3	124201655	124201747	ENSE00002388259	CCDS3027.1	ENST00000240874	28	93	1
3	124210170	124210271	ENSE00001078871	CCDS3027.1	ENST00000240874	31	102	1
3	124352696	124352800	ENSE00001292539	CCDS3028.1	ENST00000291478	3	105	1
3	124356055	124356150	ENSE00001078893	CCDS3028.1	ENST00000291478	4	96	1
3	124377278	124377364	ENSE00001078912	CCDS3028.1	ENST00000291478	9	87	1
3	124378212	124378304	ENSE00001078894	CCDS3028.1	ENST00000291478	10	93	1
3	124379770	124379820	ENSE00001317463	CCDS3028.1	ENST00000291478	11	51	1
3	124380698	124380775	ENSE00001078892	CCDS3028.1	ENST00000291478	12	78	1
3	124398305	124398364	ENSE00001326215	CCDS3028.1	ENST00000291478	18	60	1
3	124536468	124536557	ENSE00002417522	CCDS3030.1	ENST00000296181	8	90	-1
3	124538586	124538681	ENSE00002376415	CCDS3030.1	ENST00000296181	7	96	-1
3	125216185	125216232	ENSE00002328052	CCDS3032.1	ENST00000251775	5	48	-1
3	125752450	125752521	ENSE00002350067	"CCDS33843.1,CCDS43144.1,CCDS33842.1,CCDS33844.1"	"ENST00000315891,ENST00000360370,ENST00000346785,ENST00000383598"	"4,4,3,3"	72	-1
3	125769786	125769893	ENSE00002334935	"CCDS33844.1,CCDS33843.1,CCDS43144.1"	"ENST00000383598,ENST00000315891,ENST00000360370"	"2,3,3"	108	-1
3	125831625	125831723	ENSE00002406491	"CCDS3034.1,CCDS3034.1"	"ENST00000472186,ENST00000393434"	"19,19"	99	-1
3	125873397	125873486	ENSE00002395905	"CCDS3034.1,CCDS3034.1"	"ENST00000393434,ENST00000472186"	"6,6"	90	-1
3	125874245	125874346	ENSE00002369155	"CCDS3034.1,CCDS3034.1"	"ENST00000393434,ENST00000472186"	"5,5"	102	-1
3	126158475	126158570	ENSE00002361318	CCDS43145.1	ENST00000389709	9	96	-1
3	126211261	126211359	ENSE00001079409	CCDS3038.1	ENST00000290868	16	99	-1
3	126227259	126227318	ENSE00001079397	CCDS3038.1	ENST00000290868	4	60	-1
3	126571490	126571573	ENSE00002372771	CCDS3041.1	ENST00000290913	5	84	1
3	127294028	127294108	ENSE00002358519	CCDS46899.1	ENST00000296210	8	81	-1
3	127295833	127295919	ENSE00001799732	"CCDS46899.1,CCDS3042.1,CCDS3042.1,CCDS3042.1"	"ENST00000296210,ENST00000450633,ENST00000489960,ENST00000355552"	"4,3,5,4"	87	-1
3	127381080	127381154	ENSE00000777674	CCDS3044.1	ENST00000342480	4	75	1
3	127396308	127396406	ENSE00002386503	"CCDS46901.1,CCDS3045.1,CCDS46901.1,CCDS46901.1"	"ENST00000393363,ENST00000232744,ENST00000453791,ENST00000468137"	"9,9,9,8"	99	1
3	127429419	127429508	ENSE00000968265	"CCDS43148.1,CCDS46902.1,CCDS43148.1"	"ENST00000434178,ENST00000265052,ENST00000398104"	"6,6,6"	90	-1
3	127774359	127774424	ENSE00002332300	CCDS3046.1	ENST00000243253	3	66	1
3	127820402	127820491	ENSE00001224739	CCDS3047.1	ENST00000322623	5	90	-1
3	127838171	127838257	ENSE00002428823	CCDS3047.1	ENST00000322623	2	87	-1
3	128200662	128200745	ENSE00001744437	CCDS46903.1	ENST00000430265	5	84	-1
3	128628187	128628264	ENSE00002350329	CCDS3053.1	ENST00000308982	15	78	1
3	128849393	128849479	ENSE00002378467	CCDS43149.1	ENST00000393295	10	87	-1
3	128875698	128875763	ENSE00002084459	CCDS43149.1	ENST00000393295	4	66	-1
3	128971124	128971204	ENSE00002341902	CCDS33851.1	ENST00000314797	3	81	1
3	128971466	128971537	ENSE00002395591	CCDS33851.1	ENST00000314797	4	72	1
3	128973828	128973920	ENSE00002400972	CCDS33851.1	ENST00000314797	7	93	1
3	128974911	128974997	ENSE00002417995	CCDS33851.1	ENST00000314797	8	87	1
3	128982747	128982842	ENSE00002347991	CCDS33851.1	ENST00000314797	13	96	1
3	129210984	129211037	ENSE00002369707	"CCDS3060.1,CCDS3061.1,CCDS3059.1,CCDS3062.1"	"ENST00000296266,ENST00000348417,ENST00000347300,ENST00000349441"	"18,17,16,14"	54	1
3	129275460	129275534	ENSE00002420281	CCDS33854.1	ENST00000324093	35	75	-1
3	129279173	129279277	ENSE00002418710	CCDS33854.1	ENST00000324093	31	105	-1
3	129285370	129285474	ENSE00000777833	CCDS33854.1	ENST00000324093	23	105	-1
3	129294609	129294698	ENSE00002363360	CCDS33854.1	ENST00000324093	10	90	-1
3	129297172	129297276	ENSE00001317925	CCDS33854.1	ENST00000324093	9	105	-1
3	130307934	130308026	ENSE00001496669	CCDS46911.1	ENST00000358511	11	93	1
3	130309885	130309938	ENSE00001496666	CCDS46911.1	ENST00000358511	12	54	1
3	130311385	130311456	ENSE00001496663	CCDS46911.1	ENST00000358511	13	72	1
3	130311540	130311566	ENSE00001496662	CCDS46911.1	ENST00000358511	14	27	1
3	130311905	130311949	ENSE00001496660	CCDS46911.1	ENST00000358511	15	45	1
3	130312043	130312096	ENSE00001496658	CCDS46911.1	ENST00000358511	16	54	1
3	130313125	130313187	ENSE00001496655	CCDS46911.1	ENST00000358511	17	63	1
3	130317209	130317274	ENSE00002425686	CCDS46911.1	ENST00000358511	18	66	1
3	130318601	130318654	ENSE00002402686	CCDS46911.1	ENST00000358511	19	54	1
3	130325775	130325810	ENSE00002386291	CCDS46911.1	ENST00000358511	20	36	1
3	130327746	130327808	ENSE00002336879	CCDS46911.1	ENST00000358511	21	63	1
3	130329493	130329555	ENSE00002424141	CCDS46911.1	ENST00000358511	22	63	1
3	130340665	130340727	ENSE00002332853	CCDS46911.1	ENST00000358511	23	63	1
3	130345329	130345391	ENSE00002425057	CCDS46911.1	ENST00000358511	24	63	1
3	130346163	130346213	ENSE00002374652	CCDS46911.1	ENST00000358511	25	51	1
3	130353434	130353469	ENSE00002404487	CCDS46911.1	ENST00000358511	26	36	1
3	130354543	130354605	ENSE00002330522	CCDS46911.1	ENST00000358511	27	63	1
3	130360496	130360558	ENSE00002368189	CCDS46911.1	ENST00000358511	28	63	1
3	130361676	130361711	ENSE00002410173	CCDS46911.1	ENST00000358511	29	36	1
3	130653466	130653555	ENSE00000778147	"CCDS46912.1,CCDS46914.1,CCDS46913.1,CCDS46914.1,CCDS46914.1,CCDS33856.1"	"ENST00000422190,ENST00000510168,ENST00000328560,ENST00000508532,ENST00000428331,ENST00000359644"	"4,5,4,5,4,4"	90	1
3	130656272	130656307	ENSE00001018047	"CCDS46914.1,CCDS46913.1,CCDS46914.1,CCDS46914.1,CCDS33856.1,CCDS46912.1"	"ENST00000510168,ENST00000328560,ENST00000508532,ENST00000428331,ENST00000359644,ENST00000422190"	"6,5,6,5,5,5"	36	1
3	130673856	130673924	ENSE00002333708	"CCDS46913.1,CCDS46914.1,CCDS46914.1,CCDS33856.1,CCDS46912.1,CCDS46914.1"	"ENST00000328560,ENST00000508532,ENST00000428331,ENST00000359644,ENST00000422190,ENST00000510168"	"9,10,9,9,9,10"	69	1
3	130685989	130686084	ENSE00002329504	"CCDS46914.1,CCDS33856.1,CCDS46912.1,CCDS46914.1,CCDS46913.1,CCDS46914.1"	"ENST00000428331,ENST00000359644,ENST00000422190,ENST00000510168,ENST00000328560,ENST00000508532"	"14,14,14,15,14,15"	96	1
3	130686174	130686263	ENSE00002358807	"CCDS33856.1,CCDS46912.1,CCDS46914.1,CCDS46913.1,CCDS46914.1,CCDS46914.1"	"ENST00000359644,ENST00000422190,ENST00000510168,ENST00000328560,ENST00000508532,ENST00000428331"	"15,15,16,15,16,15"	90	1
3	130688136	130688240	ENSE00002343434	"CCDS46912.1,CCDS46914.1,CCDS46913.1,CCDS46914.1,CCDS46914.1,CCDS33856.1"	"ENST00000422190,ENST00000510168,ENST00000328560,ENST00000508532,ENST00000428331,ENST00000359644"	"16,17,16,17,16,16"	105	1
3	130711795	130711845	ENSE00002331941	"CCDS46914.1,CCDS46913.1,CCDS46914.1,CCDS46914.1,CCDS33856.1,CCDS46912.1"	"ENST00000510168,ENST00000328560,ENST00000508532,ENST00000428331,ENST00000359644,ENST00000422190"	"21,20,21,20,20,20"	51	1
3	130717138	130717233	ENSE00002326168	"CCDS46914.1,CCDS46914.1,CCDS33856.1,CCDS46912.1,CCDS46914.1,CCDS46913.1"	"ENST00000508532,ENST00000428331,ENST00000359644,ENST00000422190,ENST00000510168,ENST00000328560"	"26,25,25,25,26,25"	96	1
3	130887674	130887781	ENSE00002397871	"CCDS3069.1,CCDS3069.1,CCDS3069.1,CCDS46915.1"	"ENST00000508196,ENST00000429253,ENST00000383366,ENST00000511262"	"11,12,13,13"	108	1
3	131186935	131187012	ENSE00002376466	CCDS3071.1	ENST00000264995	9	78	-1
3	131188540	131188617	ENSE00002414766	CCDS3071.1	ENST00000264995	8	78	-1
3	131217023	131217121	ENSE00002419040	CCDS3071.1	ENST00000264995	4	99	-1
3	131293915	131293974	ENSE00002378006	"CCDS3072.1,CCDS3072.1,CCDS3072.1"	"ENST00000429747,ENST00000511604,ENST00000512055"	"10,13,14"	60	-1
3	131300423	131300509	ENSE00002349743	"CCDS3072.1,CCDS3072.1,CCDS3072.1"	"ENST00000429747,ENST00000511604,ENST00000512055"	"9,12,13"	87	-1
3	131306328	131306426	ENSE00002419784	"CCDS3072.1,CCDS3072.1,CCDS3072.1"	"ENST00000512055,ENST00000429747,ENST00000511604"	"12,8,11"	99	-1
3	131388519	131388608	ENSE00002399361	"CCDS3072.1,CCDS3072.1,CCDS3072.1"	"ENST00000511604,ENST00000512055,ENST00000429747"	"10,11,7"	90	-1
3	131404719	131404802	ENSE00002370008	"CCDS3072.1,CCDS3072.1,CCDS3072.1"	"ENST00000429747,ENST00000511604,ENST00000512055"	"6,9,10"	84	-1
3	131415386	131415460	ENSE00002366740	"CCDS3072.1,CCDS3072.1,CCDS3072.1"	"ENST00000429747,ENST00000511604,ENST00000512055"	"5,8,9"	75	-1
3	131418753	131418824	ENSE00002378369	"CCDS3072.1,CCDS3072.1,CCDS3072.1"	"ENST00000429747,ENST00000511604,ENST00000512055"	"4,7,8"	72	-1
3	132047111	132047206	ENSE00002374309	"CCDS3073.1,CCDS46916.1"	"ENST00000336375,ENST00000351273"	"2,2"	96	1
3	132050491	132050577	ENSE00002340758	"CCDS46916.1,CCDS3073.1"	"ENST00000351273,ENST00000336375"	"3,3"	87	1
3	132056300	132056398	ENSE00000778270	"CCDS46916.1,CCDS3073.1"	"ENST00000351273,ENST00000336375"	"5,5"	99	1
3	132061396	132061488	ENSE00002396697	"CCDS46916.1,CCDS3073.1"	"ENST00000351273,ENST00000336375"	"6,6"	93	1
3	132166742	132166783	ENSE00002415384	CCDS33857.1	ENST00000260818	5	42	1
3	132172443	132172538	ENSE00002373081	CCDS33857.1	ENST00000260818	8	96	1
3	132179094	132179201	ENSE00002367061	CCDS33857.1	ENST00000260818	14	108	1
3	132181311	132181367	ENSE00002327393	CCDS33857.1	ENST00000260818	16	57	1
3	132185143	132185238	ENSE00002327409	CCDS33857.1	ENST00000260818	19	96	1
3	132198071	132198133	ENSE00002413006	CCDS33857.1	ENST00000260818	25	63	1
3	132199213	132199314	ENSE00002374398	CCDS33857.1	ENST00000260818	26	102	1
3	132201070	132201174	ENSE00001390898	CCDS33857.1	ENST00000260818	27	105	1
3	132218578	132218652	ENSE00000933900	CCDS33857.1	ENST00000260818	38	75	1
